Titolo;URL album;URL pubblico;Data da;Data a;Collabora attivo;Modificato;Stato
Arcobaleno completo;https://photos.google.com/share/AF1QipPBObNgbT6SowfZZEXhT7ry0uC_3OclIMNzA6bby5RYMtRcV9M6FyE8L80U6TQcfQ?key=VFlvbm1pRHdCOVJwRE05QlBILUIta1FvdVNadVpR;https://photos.app.goo.gl/B27aon7Lrui8zNdf7;26/09/2021;26/09/2021;NO;NO;Condiviso - Collabora disattivato
Lago di Como (+ Salò);https://photos.google.com/share/AF1QipMHespQ0WOwsfivfF5TbjCx9DB5sON2-2WnHdHc9kU98CGOmP6C4bSJMKgdXBb8Cw?key=WFd1X3NyQ2EwN1lFMVpWNGZxUDQzUGxUUzZZbWR3;https://photos.app.goo.gl/s883nagyPaRr6K3Q9;06/09/2021;11/09/2021;NO;NO;Condiviso - Collabora disattivato
Marmolada e dintorni;https://photos.google.com/share/AF1QipPrULXS1TtLHZXwesb89tYenU5HhDmQ5lmt1AawvK3AN_l0ReNmiTsTGLAkZZ7qKg?key=UzJ2ZDVTQ0JBRHhMYjhQOUdROG9zZDN2WHhoV0N3;https://photos.app.goo.gl/JpTGWHENkwgRQi857;26/06/2021;28/06/2021;NO;NO;Condiviso - Collabora disattivato
Gita ai colli Euganei;https://photos.google.com/share/AF1QipM5VM5O5GPTgYUw8oh5XGjU_ogHB41ea_3b1ME-NnRkgfe7Lidh8rIHe6ciwkht0w?key=NTVpdm52MmZGSjVFOTEzRnNYQzdvazdxVzVsUW9n;https://photos.app.goo.gl/y3TNPgcFfXdAUk8LA;14/06/2021;14/06/2021;NO;NO;Condiviso - Collabora disattivato
Gita alla ex Fornace di Campotto;https://photos.google.com/share/AF1QipOuy5jsuWsLtPyLlyNPAexvHuY5pGef_eIEzOcnKpjWmjZEj-oCQHMCfZymGNtj-Q?key=bXN2THFBTFZnaktCVl9FWThsTWluM0hPRTR2X1FR;https://photos.app.goo.gl/6yL2oCZqJ5ntLduv7;30/05/2021;30/05/2021;NO;NO;Condiviso - Collabora disattivato
To sell: unused 14-fret OM, bolt-on neck (Stew Mac Item #1109);https://photos.google.com/share/AF1QipNx8h9Fhc_wkhcRlyt3imwou2fwQvrq-jl4gyn-hDcwLqAN2dfNtuVF9zbgmoYoKg?key=dVo5WVJyaXVCMkFsRDNDaFZ5N1BjWnMyQVVkb2p3;https://photos.app.goo.gl/gG4mPtFVsiGuW2ZL7;25/04/2021;25/04/2021;NO;NO;Condiviso - Collabora disattivato
Autunno 2021;https://photos.google.com/album/AF1QipOFBlHz2j05bAEqV_ks0KbzWfpNAx-H_F2jWA8j;;;;;NO;Non condiviso
Calendario 2021;https://photos.google.com/share/AF1QipMZUKYoDtPJa8cfz5KTDHsT2mhKmjMMdb8dPdjkpoFpB5FF7MuskE5TFJ-giO7XMw;;22/05/2020;07/11/2020;NO;NO;Condiviso - Collabora disattivato
San Leo e San Marino;https://photos.google.com/album/AF1QipPfv2x1l_5X-RlbbyDj44J4SxL-x4wt9JD1KtX0;;;;;NO;Non condiviso
Venezia;https://photos.google.com/album/AF1QipOLQKhL_32P-zz_D6ouu84ARmqIOtnmqQIOkI2p;;;;;NO;Non condiviso
Calendario tavolo 2021;https://photos.google.com/share/AF1QipMbO9bUle5tqOUiChY78CrfEMYwoAdrYA6dVkOiTDtiIrQ5vis9hYo6ThqyAYmXMg;;07/06/2020;13/10/2020;;NO;Errore - switch Collabora non trovato
Marche e Umbria;https://photos.google.com/share/AF1QipOPZWvUHT4SFay3Gpqz9NQXoh_RXTF523CepQJ4-YEzkckcxawyWUefmfhefI1qyA?key=ekRJRVJLZ203NHl3bVc5ZTZwcnVyM2ZBcDh2eGJn;https://photos.app.goo.gl/8B7zRZ8K9BVtjTA86;06/10/2020;10/10/2020;NO;NO;Condiviso - Collabora disattivato
Mensoline;https://photos.google.com/share/AF1QipM1ji7pkOlCzeJoBFLsfF-T6rwAqHx4DGcHgtcNih1YDNsWpwzbDw5nfbPrXGNJXw?key=cUI4THFacWQ2dlA1UTQ2emtIVi1JajVTaWFpRVNn;https://photos.app.goo.gl/4f7VaioAfnEbMqjQ8;12/09/2020;27/09/2020;NO;NO;Condiviso - Collabora disattivato
Bouzouki;https://photos.google.com/share/AF1QipOgdOByuNKEpfv2dqgwsOZwPFhfh-gLB5u4838CPGrbt3mcmYUNcI69ultR4PjP2w?key=M2VieTRBamE3R1QtTEJkZThWNEVrNmU0Q0paclFn;https://goo.gl/photos/t13ec7R7Auoyq6Nx5;06/03/2007;26/09/2020;NO;NO;Condiviso - Collabora disattivato
Castello di Torrechiara e Parma;https://photos.google.com/share/AF1QipM8IqwitkxYYES310fcnOQYFvkXaAOx4W1W3RdTplqEAXXYhZPmO0-GPURoAvSHjw?key=N0VLd25BUWlmR1NyMlBvWGZxbWJWcWlMcjNtQ2J3;https://photos.app.goo.gl/KcZd3aDG5zHPmXor5;26/06/2020;26/06/2020;NO;NO;Condiviso - Collabora disattivato
"Merano e ""dintorni""";https://photos.google.com/share/AF1QipMqleFGCOcO6rYbqv4RMYI-drM38UtCYGJB8hvYJmzQO6RDlNuF30YZr5kV-Zy7gQ?key=Qk9aLWhwZTBKX1lJekJvV0JRRjJVRTd6LW1KWElR;https://photos.app.goo.gl/EAtrKHkGdFETycyU8;06/06/2020;11/06/2020;NO;NO;Condiviso - Collabora disattivato
Cover Xperia 5 papabili;https://photos.google.com/album/AF1QipMGyj9vsBkwNPeBjKwUlvBuRAu2kLwCR0q9oJPp;;;;;NO;Non condiviso
Gita in spiaggia;https://photos.google.com/album/AF1QipMVFBlDI8gSrYWVyrdCQQwcTDjxgTZ5KHzLUCqs;;;;;NO;Non condiviso
"Riparazione danno da ""kickback"" su orologio yoga";https://photos.google.com/share/AF1QipNpJ6ZyEEeSAn3GZTbZFo8GgBtMwG2CiVbAQEXssMx6uR7N4ugPPfLYFp4_wGoH8A?key=cXhmNEZ2eUlnRkxDZzNOSEozWmFOQ1VKR1pJT2N3;https://photos.app.goo.gl/A5BAnKqH3wfpL9Lv7;05/08/2019;10/02/2020;NO;NO;Condiviso - Collabora disattivato
Lampada in stile shoji da tavolo;https://photos.google.com/share/AF1QipNJesQsOEEl9S9xDTaxPLzHsF0CTYjl8SbVH7evy1YB9HU-VfUNKerW01hhr4D8uA?key=TTJWNThYU2VUZzBLVW41VExVT2lKNnpXa2ppdkN3;https://photos.app.goo.gl/YZbdyWAiNLZthzEHA;07/07/2019;19/10/2019;NO;NO;Condiviso - Collabora disattivato
Svizzera e Alsazia 2019 - I villaggi dell'Alsazia;https://photos.google.com/share/AF1QipNzkFbxtp3DzbfLqCq1616zwFT2RpcoSBlLAd3Oxl15eXPrGwUP0G4NppUfCcU67g?key=QmR5VC04OC1HOG4yV1lwOW1jRHd2SVhhak83ZGFB;https://photos.app.goo.gl/jDwmfvgFxHsmoWx87;17/09/2019;12/10/2019;NO;NO;Condiviso - Collabora disattivato
Svizzera e Alsazia 2019 - Verso Zurigo e Zurigo (Zurich);https://photos.google.com/share/AF1QipNnaeFBOA3rSDSqYObnLItJcIZPKhm3zuEG9TJvypn49w0GEpnT6713FfIWBRp2dQ?key=T3BwWlJfQTIwUVJ3eDRySVlteXpwdFRPRlI3RGRn;https://photos.app.goo.gl/7nPhd9k8sVR3tr969;20/09/2019;20/09/2019;NO;NO;Condiviso - Collabora disattivato
Calendario 2020;https://photos.google.com/album/AF1QipNdk1YR3e4rw1b2qDfcxiIzAWgmgzpkx6m1uCSN;;;;;NO;Non condiviso
Svizzera e Alsazia 2019 - Strasburgo (Strasbourg);https://photos.google.com/share/AF1QipMRE1xTPddk8D41WfWFBWbTel1YpLKqcNod5PeJaJxr4cDeyB0yOWO6eDISwzKMQQ?key=SG5OOVJtMzBaUWlxQ3VYMC1SS1hRS21GT0VYeFBR;https://photos.app.goo.gl/fXNdyyj5SLR94drc8;19/09/2019;19/09/2019;NO;NO;Condiviso - Collabora disattivato
Svizzera e Alsazia 2019 - Colmar;https://photos.google.com/share/AF1QipOoUaQUrGdbcwZr0Ka-azq5IjzVeXu3VHtQkGnMA62VvrBy45fMLjP0f67wRsn9eA?key=U25TNFEyLTF3azFNWEs5aEVjcmdObHFPQ2FmTzBB;https://photos.app.goo.gl/PT26mSuvsWfYUQRN7;16/09/2019;16/09/2019;NO;NO;Condiviso - Collabora disattivato
Svizzera e Alsazia 2019 - Vitra Campus;https://photos.google.com/share/AF1QipP8Qg86rna0sKEhmPGIL6Ioj65Jl-kBJtSQxp_ACd21E-3fggTCSFWZkAFFB938bw?key=ck9obVc4dktqbDUwc1VrZ1Y4aUFQSDFPTXJDLTdB;https://photos.app.goo.gl/nEZYFswufKGR6CGx6;16/09/2019;16/09/2019;NO;NO;Condiviso - Collabora disattivato
Svizzera e Alsazia 2019 - Basilea (Basel);https://photos.google.com/share/AF1QipPStBW1KeRdJT-4w4wIQ1pBeOPxlL2yazEJQ1S9s4krG92yaIaomyjdrketOhKQpQ?key=RkJkN181bHh2TGhQRlMxRlN3OFVQNVIwdUw1dFp3;https://photos.app.goo.gl/PuPyxktqjAUVNpwH8;15/09/2019;16/09/2019;NO;NO;Condiviso - Collabora disattivato
Svizzera e Alsazia 2019 - Lucerna (Luzern);https://photos.google.com/share/AF1QipNF-xVbpuVyv3qmlEA0BT5JCL0t_-oXvbGqBDMWVpQyEF7XE98J9RJQZa66idbnDA?key=T1E5elBlMjlPMlRnWElNNVhnU2tYdWtNalJrRzRn;https://photos.app.goo.gl/HjhyAt7WdFFVjp2c8;15/09/2019;15/09/2019;NO;NO;Condiviso - Collabora disattivato
Costruzione orologio per Roberta;https://photos.google.com/share/AF1QipNSlcdFSzp41jpfW4b3K7EOYXdkqR1qGnTN_C0sqsSnsrOnYS61Yk_OH4DHDjjfbw?key=TXExS1IxeW9yZmF1MGNxYmFSZTU5bEY3R1JMaXdR;https://photos.app.goo.gl/k7mgPz8WDqaPDsx18;27/07/2019;16/08/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 06 - South;https://photos.google.com/share/AF1QipMst5iyWEWdkgyk4hQLS6xsL30xS_8y-CGGxIANFIrH77C_jTmXDzHVPTev9VzhPQ?key=ZFhxczV3dksyYTluUDJqbEVPWFFwek04YThCQWpR;https://photos.app.goo.gl/V1Sy13ffXhvs2T1p8;29/03/2019;29/03/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 05 - Lantau Island;https://photos.google.com/share/AF1QipPWAjCvnkL5ciu2xMGmo_bSAjh8afabpIZaOpTE6soT5vamstj_Pmj50LNkSRF2dg?key=SkJwZHlJOEZ3dU5mSXF4QU00N3VGYXV4cHF1MmhR;https://photos.app.goo.gl/tgnKFU2YbhzgX25P9;28/03/2019;28/03/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 04 - Gita a Macao;https://photos.google.com/share/AF1QipNyEgMRDnfpanv2hA9vyuFKsigrPqzDx0iQWyX6QcY03-qUrWfG0UpLV4tONXfBbw?key=LU14WWZXMXFrYkVhOU5YQ3FzcGNDOE9PTkhyLW93;https://photos.app.goo.gl/KhDSaFTmdaUqC3c9A;27/03/2019;27/03/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 03 - A spasso & The Peak;https://photos.google.com/share/AF1QipPqjZpuDXJENMGYGryXtBgqoVnzbYfXvFn3TO6EYn_LnwRVY3J-MDwhUiBupePkZw?key=cnFGLTYtVU02UkJhUjBtZVV4b3I5c2JocnVialNn;https://photos.app.goo.gl/dzxFxtjdokkyTrws9;26/03/2019;26/03/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 02 - Nuovi territori;https://photos.google.com/share/AF1QipPLILctK7DxyXPwSVg_vAmefBa2hx4GzMB3owOiRNcZ9vKyOFHK0BEtG4M0B4472g?key=Z1dSbVNPSzFFUDRGemdCeVhkS0JVMmpQTmNDTkJB;https://photos.app.goo.gl/aPn7VevAfC25EYYRA;25/03/2019;25/03/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 01 - Arrivo;https://photos.google.com/share/AF1QipNRNP6h1PBrQ9bCjPUBDtPmX_Fhn0-X7s1x-H5UNLYBKVGfICR1m3P46fD4cFPb0Q?key=TmZ2ZWt1WGdVeHdKd1hOWlkzWjRhNE5mUzRLVGhR;https://photos.app.goo.gl/sMUXQRGxFfNeFM6N6;24/03/2019;25/03/2019;NO;NO;Condiviso - Collabora disattivato
Hong Kong 2019 - 02.1 - I bonsai della Chi Lin Nunnery;https://photos.google.com/share/AF1QipMscmG9g64ockCGkb-H2dQOy7oLwj2Wo1u_SPbRclh7VpbWNoPN5mwiACY1vl4idw?key=NGlPZ0dKQklhYWFUMkhZVk54VjM1YmtIeWotaHpn;https://photos.app.goo.gl/RwzEkUHgmA4TP8F66;25/03/2019;25/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 10 - Kaohsiung;https://photos.google.com/share/AF1QipPfsLVnqRPMPOsVFXqchrPtDrd5OxTltb7G7alo9bMfK3HiHQKUpKoWAVJmHAOOPg?key=UFJfTXU1UFN2emZhbkxpRi1CdmZkVF9Tb3pybVdn;https://photos.app.goo.gl/acjYfPYzpb5qrijx9;23/03/2019;23/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 09 - Anping & Tainan;https://photos.google.com/share/AF1QipN4zcidVtxH9OAX5Jfs_D_HpiNCct5SUkV6Mgw1DVODo6F4hg_dHRaoueKOUtOIgA?key=TjIwUEVLbUo1Mm82NlNmYzdnQnc0N2FNa1A3cU1B;https://photos.app.goo.gl/6CQ7gamgGjGGrBnV8;22/03/2019;22/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 08 - Tainan;https://photos.google.com/share/AF1QipNqqt4P_iNmqiOjy9pGggMooPhi5bmDE8K0I1KdnLKcIoKxjinp5tfqnM4ItTH5Xw?key=ZFVOWGRkSlQ4UUFMYzJkR2UxTS1VSGUyMFVEV3ZR;https://photos.app.goo.gl/iHDrJoRT3JHCMC2y8;21/03/2019;21/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 07 - Lukang & Taichung;https://photos.google.com/share/AF1QipOTCgx6INOTw9I95OXpp1OctbDHIjROhOqNIVEanGxb4yjyltWUeeqMbCaIPPAXrw?key=aW1iYVZJWHR3SnZlTFNJOGI3bDQwZVRUOXpjd09n;https://photos.app.goo.gl/sh4rpEBvtdJzc5dP8;18/03/2019;19/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 06 - Taichung;https://photos.google.com/share/AF1QipPEnBnJGvKmC-AgPVRD3mSyQE-13nmClCq-ocz1eG3LXPmdO52N9814y1bXyWbIQQ?key=MVlNWnhoRUN4THZzSHFsTF9LODdSQXZ6S3ZyRV93;https://photos.app.goo.gl/pxCPjt4cLQ6XwyaS9;17/03/2019;19/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 05 - Taipei & Tansui;https://photos.google.com/share/AF1QipPSAuuPzDBoYu1dhZmZk93pXSqiA8PP6QJ-SE9ItTSgNmCJOMF7LcEYCqGjan9O7g?key=dmNENFNucGJjdHNBTDNKRVRJb1YwM2UwZ2YxeEpB;https://photos.app.goo.gl/B6sb5BcdgY8SQgRn6;16/03/2019;16/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 04.1 - Taipei di notte & Raohe night street market;https://photos.google.com/share/AF1QipOLnNQWhIYlnqbrAywHEpZ9NBu8HABwHlET31iiCXqavw9t-CXAY65BM_-Dnhs3qQ?key=RmdiUFNsNGFKU1NfcjhfZ21Xc3dXblhBZUZmekZn;https://photos.app.goo.gl/X7vpdDLZuSA9SgUr8;15/03/2019;15/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 04 - Jiufen & Taipei;https://photos.google.com/share/AF1QipNEdf8WWmMxREu_LoqxjO1tg1xbqvL4NNXNRD8KBEdeWUBC8j3ULCfpNBqmsBgzZw?key=ZWFtNWtkZlRFZWVHS3pianhpdmVlUVNhMGpNVWtR;https://photos.app.goo.gl/KsGdVTU3m5owca8w8;15/03/2019;15/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 03 - Taipei & Beitou;https://photos.google.com/share/AF1QipOZukaYavfZFgiKArm2UGTzkdMasDYCy3gtSyIY8aEh2-5xpVU6rbcRBcdKOX_rUA?key=bHlBcVdFN3hOYm45WXJyUm1hSDI5anZyUFV6em9n;https://photos.app.goo.gl/vnzSz84fvab5Ux749;14/03/2019;14/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 02 - Taipei;https://photos.google.com/share/AF1QipPeIETQ0LJwM1l05ZLMwSSrH8iS0hwn8SeOZZ98YRk4YkfLbtAbXob7UYjon03krw?key=YWN2VWcyUzhrN2tmWTJhMTRYanFhajIycXF5a3VR;https://photos.app.goo.gl/KcMmY7hGk6m7fDw9A;13/03/2019;14/03/2019;NO;NO;Condiviso - Collabora disattivato
Taiwan 2019 - 01 - Arrivo a Taipei;https://photos.google.com/share/AF1QipPkNecsoeEz3LPAMzwCA2k3CVCRSkznRjMxToIzdgLk-vRvOXshjaIeJwUjWCrahQ?key=SlNuanlkVkJNYm4xVGNBdl94Z0k1OHRManBYRkZB;https://photos.app.goo.gl/hSH32G5ZEnWbituq7;12/03/2019;12/03/2019;NO;NO;Condiviso - Collabora disattivato
Citroen C3 Picasso 1.4 VTi 95 Seduction;https://photos.google.com/share/AF1QipPuAxDquUNj3nfvGu1F_4SVVdC5CMVqjLhLojAUSR01XISeVjZ6adtqUm1kTvuz-g?key=cnhPcXlfck9tQjBCaUl1RmxiZGpNR3RQelVnUmJn;https://photos.app.goo.gl/AumVjGv9sfBMQ9Wc7;09/02/2019;09/02/2019;NO;NO;Condiviso - Collabora disattivato
Tramonto;https://photos.google.com/album/AF1QipO_5e0dYuusBgHTgFI87PEht7EIWG-i5BoMMlL6;;;;;NO;Non condiviso
Oslo & dintorni 2018;https://photos.google.com/share/AF1QipO7S2wkdE_CUy-Fcko4ILPSHmyW32ChJnx27Ud4fmohN8DcAgclcCxDA5iOJpbJiA?key=LVFmTElzSzJ0YzIzeWJsSXdtUXhHcEMwVV9kZlZn;https://photos.app.goo.gl/4svSUG6oiaL1W1xg9;27/09/2018;30/09/2018;NO;NO;Condiviso - Collabora disattivato
Calendario 2019;https://photos.google.com/share/AF1QipNpCuGQ57ZJEPvcaZRDxhpB8urmyCHUcbxCzpwTkS4bC2BeQ7x0EuGIGEVHS2kXNw?key=U1RIZHo1aUpMalFidUlXWW96ODROQWE0emlCc0VB;https://photos.app.goo.gl/n2XBQFJdSW2fJtqR9;23/03/2018;30/09/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Scorci;https://photos.google.com/share/AF1QipO2MXL51WbHUMg2_i-JmjlBtTcPisQNKSYMEcdgwLOyWuB2wg1Lm2TRNca4LHcEug?key=V3lBektId3FyUnBtSUpqanpocjA1VXZWV1o3RUh3;https://photos.app.goo.gl/kwfSTCKTwjXm589f7;22/06/2018;08/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Particolari;https://photos.google.com/share/AF1QipMzAzuMAQDgCqfJ3Ie9V-ltbMIc71vFqIt3gN5fxHDnrh5nxOFMr-FBUsqNgOulKw?key=di1VUVlWZlBmZG8tNE5lZVM5S3hEbUtsT3JzY3J3;https://photos.app.goo.gl/iU8bU49qN7pATMQ18;21/06/2018;08/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - (dal cellulare);https://photos.google.com/album/AF1QipNgqzISkooL9oJ9sJwoZrHzD5_ONv6l-7c3ynBh;;;;;NO;Non condiviso
Scozia 2018 - Cartelli, avvisi, ecc;https://photos.google.com/share/AF1QipNc1YwSBH9GeOTDBNOf1Hj1t2ykXK9ADcIJhp74UkP7vr916IBNzZeOnk4mVfPoXQ?key=UmhYdmdpVEVCVXpOLXd0UG42V0NMUXpvSld4Q1hn;https://photos.app.goo.gl/u4BP7vaoAw6hH1bR7;21/06/2018;07/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Panoramiche;https://photos.google.com/share/AF1QipPNCcfHzoC7nqPg_lPR4eUz9CcubbNv-dHLW2VqPhpgLoG02D8kQjcCye15DresEA?key=SllMbldkT0V5QWNhZEozaWRuRnJ1R2R3aEtsb0h3;https://photos.app.goo.gl/Y9p7x2yV2Em5iUp6A;22/06/2018;07/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Castelli;https://photos.google.com/share/AF1QipNyipHmzltBFxSflLUhB2OothrOLxvV7bfeJLBKkUISiw13Ch7KBZ_RB_RVzYOqPQ?key=WWRIbnFSUEVrNUJmN2g2LWNoZmphVUV3TlhHcmhB;https://photos.app.goo.gl/jpnTP7xQ15GcMxL86;22/06/2018;07/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Bass Rock - Colonia di sule;https://photos.google.com/share/AF1QipMgTjIUDt44SuPT1g3kjPF2y_9BNXL0dslcibL9lGYhG5DEKlKH8_MSQco-_CKnCA?key=ODBCeFRieDNQckhTU0syVVZrLXJaT1JIcnI0NDJR;https://photos.app.goo.gl/bchMqYuyWqnRXUhE7;06/07/2018;07/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Animali;https://photos.google.com/share/AF1QipM8AvkazKCLznU-_GpyKznWcl75mbyQv0xrM2BHGmSHkaRAYg6TVFgdGPglE5Mi8g?key=ZVpITG1rdlgyLWR6aXBSUU9ldFFPQU9RY1BmaDFR;https://photos.app.goo.gl/gZV46AvFS1oJg8by6;22/06/2018;07/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Varie;https://photos.google.com/share/AF1QipN3fdqWLne8XeHA5d48jSCxBALEjFg42VNfWnLO3xD8tDoSpo3QkiX-mQF44XJwyg?key=RGlHRUZwUEY2MlR1NUdGQUljLWZXOEpYZkpZUlVn;https://photos.app.goo.gl/wZ8FnsXYLteBt8q1A;21/06/2018;07/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Spiagge;https://photos.google.com/share/AF1QipOXZaRUXycIZ1JxRTcB08LTJmmMNnFHEfotgn-GmfvN_j7N3GwiMTrTnRTgwz2tNQ?key=TnEtWG1iMEdPT3BFNkRRZ0h1MjhmVHRKYXlWOXhn;https://photos.app.goo.gl/pBVcBThDqM75hXvPA;28/06/2018;06/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Cabine telefoniche;https://photos.google.com/share/AF1QipPYSlL4GxOI-hgaQNZ4bhHNhEcSqu8nASj8c1bZ4HmLW38uBQ0oYaXouZyrveXGAA?key=Z0JpOXlHYVBLa081cGtBS3JXR1llazhiMkRKSGxn;https://photos.app.goo.gl/QPfkiDbV3nzVtMwT7;22/06/2018;06/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Infrastrutture, edifici, rovine;https://photos.google.com/share/AF1QipOYznu1a9vTFmnw80qujmwXdYR4IDQ1gq3I_DaLym4J-35FsPnQ754ANV3V8vx6tg?key=T0Z0M0VGZnV6WTZ5T0JZanVaYWlQcnFLcjc2VVBR;https://photos.app.goo.gl/4e5dkUhAMTgXusnE9;22/06/2018;05/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Castelli (interni);https://photos.google.com/share/AF1QipP2OsQzdDNq9ttNX1ogt3Vxqrqpz-4LpLrGsaFTKMQu-Ql-0oNDaNa0aPNXUK-hKA?key=NDlYX2tiWlRWTlZybzF1c3JnWkRNMWw2UWhHWUJ3;https://photos.app.goo.gl/kb3rHyBaNQdu2NpS7;01/07/2018;05/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Natura;https://photos.google.com/share/AF1QipMviw_LN7WMXsBfg3TXh7bqhfpIeTcZrzjTwuvO9tlKM_xE-wWmlzCQloz0FECi-A?key=NkZ1M3h6TTNITGxsNngzUmNTWFZybmszcTJPc1V3;https://photos.app.goo.gl/LS6pVNEvGNNyGHf1A;22/06/2018;04/07/2018;NO;NO;Condiviso - Collabora disattivato
Scozia 2018 - Viste;https://photos.google.com/share/AF1QipP3ED_at_kdQF7Xm8QQ-GPqQ_l46atn-u1K40O3rrhjNLK2s_77ZyvYs0AnQs9P-A?key=d3VJTTVKT3NTT1BFNC1GWWlsVVFWTmZDS1dMTEdn;https://photos.app.goo.gl/dzjCv4AVrdkfKnG2A;24/06/2018;04/07/2018;NO;NO;Condiviso - Collabora disattivato
Panoramiche da stampare (100 cm x 24 cm);https://photos.google.com/album/AF1QipOyWMJKJRwi9FCRyJ4eew1GacaNv7VA9RnMDd_i;;;;;NO;Non condiviso
Alba tra le torri;https://photos.google.com/share/AF1QipPw8htcgsi7HoL0i005oTtZQR8Wa3Ip3qBoEdTGCOacur76Z2_GdHvVYFtINAv0SQ?key=eDRWWkZvXzNiOHZZUDdOUF91YXAtbEpyZm9HUTJB;https://photos.app.goo.gl/k5TBTz4YNEf9dMsN2;08/04/2018;08/04/2018;NO;NO;Condiviso - Collabora disattivato
Toledo, Madrid, Segovia;https://photos.google.com/share/AF1QipOPo2FUQEkXrCl5emQS0pl7d64Tdr_tHL2NmdqdmIVncokhNPR7RjWoZrffdE5XAQ?key=S014Q1ZzWS02ODdRSkU1dEcwS1d1MnQ5YTR3MDZR;https://photos.app.goo.gl/hlAU1p7AElUe5YA02;23/03/2018;26/03/2018;NO;NO;Condiviso - Collabora disattivato
Gradara;https://photos.google.com/share/AF1QipOLxyoZGGQrW_nxy77e10n1vNNG5fhxsk9He-7dUK_XrJS3ULpCQYPsXf1khncrBQ?key=aG0yNGZMNHFLNVFoTDZ2WEVtTklpdjN1WjBNMnpR;https://photos.app.goo.gl/atO0yNmesnUV1wmk1;17/02/2018;17/02/2018;NO;NO;Condiviso - Collabora disattivato
"Orologio da parete in stile ""yoga""";https://photos.google.com/share/AF1QipPvlpIRjXg-f8qOXjR7OBK0SjOkhcmy5UDUPTuQ5naaxKO9tNG9U06K4tNizN2JXw?key=Z0YwU2t1VGlpbU8xTUlxcDhKbnUyN3pOUXRYYXJR;https://photos.app.goo.gl/1kiscbnl3SFn8zCJ3;15/12/2017;17/12/2017;NO;NO;Condiviso - Collabora disattivato
Spiaggia e Saline di Cervia;https://photos.google.com/share/AF1QipNmqMYXiPm1wnKRQWiNkY0HmBOqLtFxvYh7MJ5IV3qhIuNXRLmfC14Hk0PthSrYEg?key=SllOMFBWd3BodmlFNDRlNFZtQmhIWFVtTS01a01B;https://photos.app.goo.gl/Fe3Y2j8XBZs8PUc83;14/10/2017;28/10/2017;NO;NO;Condiviso - Collabora disattivato
Domenica pomeriggio a Bologna;https://photos.google.com/album/AF1QipPiR2qHoAs7W7ZkOH5AZKp9vGV_M8w5D24ndaRR;;;;;NO;Non condiviso
Sardegna, Siena e Val d'Orcia 2017 (foto Manu);https://photos.google.com/album/AF1QipPmOg6hs24sg4GPdn6kBKie3UtV0d-uwhfNtPRN;;;;;NO;Non condiviso
Sardegna e Val d'Orcia settembre 2017;https://photos.google.com/share/AF1QipMZhGRGIfX6m6--Ab9iL3Godi3TKnb0_kGxE0tx0mDINQnUCuzsMGF2zjXHvFvCjQ?key=eUxGOUJkZ0phZlNmTXh3TURva3Y5YVVsS0tMVVpB;https://photos.app.goo.gl/FiTS8BiDAEBKsTgk1;26/08/2017;04/09/2017;;NO;Errore - switch Collabora non trovato
